N,Посада,Мова програмування,Спеціалізація,Загальний досвід роботи,Досвід роботи на поточному місці,Зарплата на місяць,Зміна зарплати за 12 місяців,Місто,Розмір компанії,Тип компанії,Стать,Вік,Освіта,Університет,Ще студент,Рівень англійської,Предметна область,Дата заповнення,User.Agent,exp,current_job_exp,salary,Валюта,cls,avg
4091,Senior Software Engineer,Java,,10 і більше років,5,3300,200,Одеса,до 200 осіб,Продуктова,чоловіча,31,Вища,Інший ВНЗ,False,Upper-Intermediate (вище середнього),"Веб-розробка,eCommerce",14/06/2017 17:06:40,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",10.0,5.0,3300,,DEV,3243.2009259259257
4092,Software Engineer,Swift,,2,0.25,1300,700,Харків,до 50 осіб,Аутсорсингова,чоловіча,23,Вища,НТУ «ХПІ»,False,Pre-intermediate (нище середнього),iOS,14/06/2017 17:09:18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_4) AppleWebKit/603.1.30 (KHTML, like Gecko) Version/10.1 Safari/603.1.30",2.0,0.25,1300,,DEV,1678.630073800738
4093,Software Engineer,JavaScript,,1.5,1,470,0,Дніпро,до 10 осіб,Аутсорсингова,чоловіча,24,Вища,ДНУ ім. Гончара,False,Intermediate (середній),"Desktop Applications,Веб-розробка",14/06/2017 17:12:24,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.98 Safari/537.36",1.5,1.0,470,,DEV,1678.630073800738
4094,Product Manager,,,1.5,1,500,200,Київ,до 200 осіб,Аутсорсингова,жіноча,23,Вища,КНЕУ,False,Upper-Intermediate (вище середнього),Інше,14/06/2017 17:15:42,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.5,1.0,500,,,2054.4712643678163
4095,Senior QA engineer,,Manual QA,6,3,1300,100,Київ,до 200 осіб,Продуктова,чоловіча,27,Вища,НАУ,False,Intermediate (середній),"Android,iOS",14/06/2017 17:19:18,"Mozilla/5.0 (Linux; Android 7.0; MI 5 Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",6.0,3.0,1300,,QA,2385.536121673004
4096,QA engineer,,Automation QA,2,2,1000,0,Львів,більше 1000 осіб,Аутсорсингова,чоловіча,28,Вища,ЛНУ ім. Франко,False,Intermediate (середній),Системне програмування,14/06/2017 17:21:59,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2.0,2.0,1000,,QA,1176.7046070460704
4097,QA engineer,,General QA,6,5,1865,0,Київ,більше 1000 осіб,Аутсорсингова,чоловіча,30,Вища,НТУУ «КПІ»,False,Intermediate (середній),Embedded,14/06/2017 17:22:16,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",6.0,5.0,1865,,QA,1176.7046070460704
4098,Software Engineer,C++,,3,1,2517,0,Дніпро,більше 1000 осіб,Аутстафінгова,чоловіча,24,Вища,ДНУЗТ,False,Intermediate (середній),Фінанси та банкінг,14/06/2017 17:23:21,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3.0,1.0,2517,,DEV,1678.630073800738
4099,Product Manager,Delphi,,7,7,3000,500,Київ,до 50 осіб,Продуктова,чоловіча,35,Вища,НТУУ «КПІ»,False,Pre-intermediate (нище середнього),"Desktop Applications,Веб-розробка",14/06/2017 17:23:27,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",7.0,7.0,3000,,,2054.4712643678163
4100,DevOps,,,3,1.5,1500,700,Київ,до 50 осіб,Продуктова,чоловіча,26,Вища,НТУУ «КПІ»,False,Pre-intermediate (нище середнього),Інше,14/06/2017 17:24:19,"Mozilla/5.0 (iPad; CPU OS 10_3_2 like Mac OS X) AppleWebKit/603.1.30 (KHTML, like Gecko) CriOS/59.0.3071.84 Mobile/14F89 Safari/602.1",3.0,1.5,1500,,ADM,2162.6882352941175
4101,Senior QA engineer,,General QA,5,0.5,2800,800,Віддалено,до 50 осіб,Продуктова,жіноча,28,Вища,ОНУ ім. Мечникова,False,Upper-Intermediate (вище середнього),Фінанси та банкінг,14/06/2017 17:28:49,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",5.0,0.5,2800,,QA,2385.536121673004
4102,Software Engineer,PHP,,10 і більше років,1.5,900,-50,Київ,до 10 осіб,Інша,чоловіча,35,Вища,Інший ВНЗ,False,Upper-Intermediate (вище середнього),"Веб-розробка,Інше",14/06/2017 17:34:46,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:53.0) Gecko/20100101 Firefox/53.0,10.0,1.5,900,,DEV,1678.630073800738
4103,Junior Software Engineer,JavaScript,,1,1,450,50,Львів,до 50 осіб,Аутсорсингова,чоловіча,18,Неповна Вища,Львівська Політехніка,True,Upper-Intermediate (вище середнього),Веб-розробка,14/06/2017 17:37:51,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.0,1.0,450,,DEV,605.65859375
4104,Software Engineer,C#/.NET,,4,1,1500,500,Харків,до 50 осіб,Аутсорсингова,чоловіча,36,Середня,,False,Elementary (початковий),Веб-розробка,14/06/2017 17:38:16,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",4.0,1.0,1500,,DEV,1678.630073800738
4105,Senior Software Engineer,Java,,4,3,3000,1000,Київ,до 1000 осіб,Аутстафінгова,чоловіча,23,Вища,НАУ,False,Upper-Intermediate (вище середнього),Веб-розробка,14/06/2017 17:39:11,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",4.0,3.0,3000,,DEV,3243.2009259259257
4106,Senior Project Manager / Program Manager,,,2,1.5,200,30,Київ,до 50 осіб,Аутсорсингова,чоловіча,31,Вища,ДонНТУ,False,Pre-intermediate (нище середнього),"iOS,Веб-розробка",14/06/2017 17:39:36,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.1.1 Safari/603.2.4",2.0,1.5,200,,SPM,3562.181818181818
4107,Software Engineer,C#/.NET,,1.5,1.5,1500,400,Львів,до 200 осіб,Аутсорсингова,жіноча,20,Вища,Львівська Політехніка,False,Intermediate (середній),Веб-розробка,14/06/2017 17:42:06,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.5,1.5,1500,,DEV,1678.630073800738
4108,Senior Project Manager / Program Manager,,,7,1.5,4500,0,Київ,до 1000 осіб,Продуктова,чоловіча,35,Дві вищих,ДонНУ,False,Advanced (просунутий),Gamedev,14/06/2017 17:42:17,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",7.0,1.5,4500,,SPM,3562.181818181818
4109,Software Engineer,C,,3,3,850,0,Харків,до 200 осіб,Аутсорсингова,чоловіча,33,Вища,ХНУРЕ,False,Pre-intermediate (нище середнього),Телекомунікації,14/06/2017 17:44:45,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3.0,3.0,850,,DEV,1678.630073800738
4110,Software Engineer,Java,,2,1,2000,0,Київ,до 1000 осіб,Аутсорсингова,чоловіча,28,Вища,КНУ ім. Шевченко,False,Upper-Intermediate (вище середнього),Android,14/06/2017 17:46:37,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2.0,1.0,2000,,DEV,1678.630073800738
4111,Business analyst,,,3,менше 3 місяців,1500,500,Київ,до 50 осіб,Аутстафінгова,чоловіча,29,Дві вищих,НАУ,False,Advanced (просунутий),Інше,14/06/2017 17:50:03,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3.0,0.0,1500,,,1551.5
4112,HR,,,2,0.5,400,100,Харків,до 50 осіб,Аутсорсингова,жіноча,24,Вища,Інший ВНЗ,False,Intermediate (середній),Інше,14/06/2017 17:50:17,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2.0,0.5,400,,,850.2834008097166
4113,Senior QA engineer,,Manual QA,4,2,1300,100,Київ,до 50 осіб,Продуктова,жіноча,28,Вища,НАУ,False,Intermediate (середній),Веб-розробка,14/06/2017 17:55:08,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",4.0,2.0,1300,,QA,2385.536121673004
4114,Junior QA engineer,,Manual QA,1,1,350,200,Херсон,до 200 осіб,Продуктова,чоловіча,29,Середня,,False,Pre-intermediate (нище середнього),"Веб-розробка,eCommerce",14/06/2017 17:56:38,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.0,1.0,350,,QA,482.7747524752475
4115,Junior QA engineer,,Manual QA,0.5,менше 3 місяців,600,300,Київ,до 200 осіб,Аутсорсингова,чоловіча,29,Вища,Інший ВНЗ,False,Upper-Intermediate (вище середнього),eCommerce,14/06/2017 17:56:43,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",0.5,0.0,600,,QA,482.7747524752475
4116,QA engineer,,Manual QA,1.5,1.5,1000,200,Київ,до 1000 осіб,Продуктова,жіноча,23,Вища,Інший ВНЗ,False,Advanced (просунутий),"iOS,Desktop Applications",14/06/2017 17:58:28,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",1.5,1.5,1000,,QA,1176.7046070460704
4117,Senior QA engineer,,Manual QA,5,5,1757,100,Львів,більше 1000 осіб,Аутсорсингова,жіноча,29,Вища,Інший ВНЗ,False,Advanced (просунутий),eCommerce,14/06/2017 17:59:25,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",5.0,5.0,1757,,QA,2385.536121673004
4118,DevOps,,,5,1.5,2500,0,Харків,до 200 осіб,Продуктова,чоловіча,28,Вища,ХНУРЕ,False,Upper-Intermediate (вище середнього),Системне програмування,14/06/2017 18:02:16,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:53.0) Gecko/20100101 Firefox/53.0,5.0,1.5,2500,,ADM,2162.6882352941175
4119,Technical Lead,PHP,,10 і більше років,3,3600,500,Київ,до 200 осіб,Продуктова,чоловіча,32,Вища,ДНУ ім. Гончара,False,Upper-Intermediate (вище середнього),Веб-розробка,14/06/2017 18:04:32,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:53.0) Gecko/20100101 Firefox/53.0,10.0,3.0,3600,,SDEV,3664.272
4120,Software Engineer,Ruby/Rails,,2,менше 3 місяців,1800,1250,Харків,до 200 осіб,Аутстафінгова,чоловіча,21,Вища,НТУ «ХПІ»,True,Intermediate (середній),Веб-розробка,14/06/2017 18:05:07,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/58.0.3029.110 Chrome/58.0.3029.110 Safari/537.36",2.0,0.0,1800,,DEV,1678.630073800738
4121,Junior Software Engineer,C#/.NET,,3,0.25,575,195,Дніпро,до 200 осіб,Продуктова,жіноча,24,Вища,ДонНУ,False,Pre-intermediate (нище середнього),Веб-розробка,14/06/2017 18:05:43,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3.0,0.25,575,,DEV,605.65859375
4122,Software Engineer,PHP,,2,0.5,1300,500,Київ,до 200 осіб,Аутсорсингова,чоловіча,21,Вища,ВНУ ім. Даля,False,Intermediate (середній),"Веб-розробка,eCommerce",14/06/2017 18:07:19,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2.0,0.5,1300,,DEV,1678.630073800738
4123,Senior QA engineer,,Automation QA,10 і більше років,6,2200,0,Інше,до 200 осіб,Аутсорсингова,чоловіча,36,Вища,НТУУ «КПІ»,False,Advanced (просунутий),Фінанси та банкінг,14/06/2017 18:07:23,Mozilla/5.0 (Windows NT 6.3; Win64; x64; rv:43.0) Gecko/20100101 Firefox/43.0,10.0,6.0,2200,,QA,2385.536121673004
4124,Junior QA engineer,,Automation QA,1,1,450,0,Харків,більше 1000 осіб,Аутсорсингова,чоловіча,26,Вища,ХНУ ім. Каразіна,False,Pre-intermediate (нище середнього),Корпоративні системи,14/06/2017 18:07:43,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.0,1.0,450,,QA,482.7747524752475
4125,QA engineer,,Manual QA,1,0.5,1000,300,Львів,до 50 осіб,Аутсорсингова,чоловіча,25,Вища,ЛНУ ім. Франко,False,Upper-Intermediate (вище середнього),eCommerce,14/06/2017 18:13:09,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.0,0.5,1000,,QA,1176.7046070460704
4126,Junior Software Engineer,PHP,,0.5,менше 3 місяців,230,230,Київ,до 50 осіб,Аутсорсингова,чоловіча,22,Вища,НТУУ «КПІ»,False,Intermediate (середній),Веб-розробка,14/06/2017 18:13:21,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",0.5,0.0,230,,DEV,605.65859375
4127,Junior Software Engineer,C#/.NET,,1.5,1.5,450,150,Інше,до 200 осіб,Продуктова,чоловіча,23,Вища,Інший ВНЗ,True,Upper-Intermediate (вище середнього),"Android,iOS",14/06/2017 18:17:44,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.5,1.5,450,,DEV,605.65859375
4128,Junior Software Engineer,Java,,1,0.25,500,100,Вінниця,до 10 осіб,Аутсорсингова,чоловіча,24,Вища,Інший ВНЗ,False,Intermediate (середній),Android,14/06/2017 18:22:24,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.0,0.25,500,,DEV,605.65859375
4129,Software Engineer,SQL,,10 і більше років,2,1000,80,Київ,до 50 осіб,Продуктова,чоловіча,38,Вища,ДонНУ,False,Pre-intermediate (нище середнього),"Веб-розробка,Фінанси та банкінг",14/06/2017 18:28:08,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:53.0) Gecko/20100101 Firefox/53.0,10.0,2.0,1000,,DEV,1678.630073800738
4130,Senior Software Engineer,Scala,,5,1,4800,500,Київ,до 1000 осіб,Продуктова,чоловіча,27,Вища,НТУУ «КПІ»,False,Intermediate (середній),"eCommerce,Корпоративні системи",14/06/2017 18:28:53,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",5.0,1.0,4800,,DEV,3243.2009259259257
4131,QA engineer,,Automation QA,6,1,2600,100,Київ,до 1000 осіб,Аутсорсингова,чоловіча,27,Вища,НАУ,False,Upper-Intermediate (вище середнього),Фінанси та банкінг,14/06/2017 18:30:02,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",6.0,1.0,2600,,QA,1176.7046070460704
4132,Senior QA engineer,,General QA,6,менше 3 місяців,2100,-360,Київ,до 10 осіб,Продуктова,чоловіча,36,Вища,КНУСА,False,Advanced (просунутий),eCommerce,14/06/2017 18:30:48,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 OPR/45.0.2552.888",6.0,0.0,2100,,QA,2385.536121673004
4133,Software Engineer,Scala,,5,менше 3 місяців,2600,700,Київ,до 50 осіб,Продуктова,чоловіча,24,Вища,НТУУ «КПІ»,False,Advanced (просунутий),"Веб-розробка,Інше",14/06/2017 18:33:06,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:53.0) Gecko/20100101 Firefox/53.0,5.0,0.0,2600,,DEV,1678.630073800738
4134,HTML coder,,,3,3,700,350,Хмельницький,до 200 осіб,Інша,чоловіча,22,Неповна Вища,ХНУ [м. Хмельницький],True,Pre-intermediate (нище середнього),Веб-розробка,14/06/2017 18:33:39,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3.0,3.0,700,,,550.9935897435897
4135,Junior Software Engineer,C,,менше 3 місяців,менше 3 місяців,450,450,Київ,більше 1000 осіб,Аутсорсингова,чоловіча,22,Вища,НАУ,True,Intermediate (середній),"Embedded,Телекомунікації",14/06/2017 18:36:57,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",0.0,0.0,450,,DEV,605.65859375
4136,Business analyst,,,10 і більше років,0.25,3000,200,Харків,до 50 осіб,Продуктова,жіноча,40,Вища,ХНУ ім. Каразіна,False,Upper-Intermediate (вище середнього),"Фінанси та банкінг,Інше",14/06/2017 18:37:59,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",10.0,0.25,3000,,,1551.5
